id	row_type	owner_cluster	player_behavior	source_owners	defs	harmony_patches	bridge_contracts	rw16_touchpoints	rw14_touchpoints	hook_intent	primary_scenario	supporting_scenarios	required_passes	evidence_state	port_delta_state	last_evidence	open_questions	duplicate_guard	notes
PATCH.CompSpawnerFilth_TrySpawnFilth_Patch	patch	contamination	Harmony patch CompSpawnerFilth_TrySpawnFilth_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesFilth.cs	not_applicable	CompSpawnerFilth_TrySpawnFilth_Patch	see owning feature/scenario row	CompSpawnerFilth.TrySpawnFilth	unknown	Contaminate spawned filth.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_FILTH_CORE_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesFilth.cs:55;zombieland/contamination_filth_leavings_contract	No open comp-spawned filth handoff gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms TrySpawnFilth still selects a reachable nearby standable cell and calls FilthMaker.TryMakeFilth; runtime C3 proved parent contamination transfers to spawned filth.
PATCH.Thing_TakeDamage_Patch	patch	contamination	Harmony patch Thing_TakeDamage_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesFilth.cs	not_applicable	Thing_TakeDamage_Patch	see owning feature/scenario row	Thing.TakeDamage	unknown	Contaminate damage-caused filth leaving.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_FILTH_CORE_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesFilth.cs:89;zombieland/contamination_filth_leavings_contract	No open damage-caused filth handoff gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms Thing.TakeDamage still snapshots map/spawned state, applies damage, and calls GenLeaving.DropFilthDueToDamage when external violence SpawnFilth is true; runtime C3 proved contaminated damage rubble.
PATCH.PregnancyUtility_SpawnBirthFilth_Patch	patch	contamination	Harmony patch PregnancyUtility_SpawnBirthFilth_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesFilth.cs	not_applicable	PregnancyUtility_SpawnBirthFilth_Patch	see owning feature/scenario row	PregnancyUtility.SpawnBirthFilth	unknown	Contaminate birth filth.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_FILTH_CORE_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesFilth.cs:184;zombieland/contamination_filth_leavings_contract	No open birth-filth handoff gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms SpawnBirthFilth still loops BirthFilthCount and calls FilthMaker.TryMakeFilth around the supplied center; runtime C3 proved all produced amniotic filth inherited mother contamination.
PATCH.RoofCollapserImmediate_DropRoofInCellPhaseTwo_Patch	patch	contamination	Harmony patch RoofCollapserImmediate_DropRoofInCellPhaseTwo_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesFilth.cs	not_applicable	RoofCollapserImmediate_DropRoofInCellPhaseTwo_Patch	see owning feature/scenario row	RoofCollapserImmediate.DropRoofInCellPhaseTwo	unknown	Contaminate roof-collapse filth.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_FILTH_CORE_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesFilth.cs:159;zombieland/contamination_roof_collapse_contract	No open phase-two roof filth handoff gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms phase two still reads roofDef.filthLeaving and calls FilthMaker.TryMakeFilth before vanish-on-collapse handling; runtime C3 proved roof-collapse filth contamination from ground contamination.
PATCH.DamageWorker_Flame_Apply_Patch	patch	contamination	Harmony patch DamageWorker_Flame_Apply_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesFilth.cs	not_applicable	DamageWorker_Flame_Apply_Patch	see owning feature/scenario row	DamageWorker_Flame.Apply	unknown	Snapshot source contamination for flame ash.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_FILTH_CORE_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesFilth.cs:140;zombieland/contamination_filth_leavings_contract	No open flame-ash handoff gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms DamageWorker_Flame.Apply still calls base.Apply and spawns Filth_Ash over destroyed non-pawn victims; runtime C3 reproduced the clean-ash bug and fixed it by snapshotting contamination/map index before vanilla destruction.
PATCH.HediffComp_DissolveGearOnDeath_Notify_PawnKilled_Patch	patch	contamination	Harmony patch HediffComp_DissolveGearOnDeath_Notify_PawnKilled_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesFilth.cs	not_applicable	HediffComp_DissolveGearOnDeath_Notify_PawnKilled_Patch	see owning feature/scenario row	HediffComp_DissolveGearOnDeath.Notify_PawnKilled	unknown	Contaminate dissolved-gear death filth.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_FILTH_CORE_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesFilth.cs:98;zombieland/contamination_filth_leavings_contract	No open dissolved-gear filth handoff gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms Notify_PawnKilled still destroys gear, checks spawned state, and calls FilthMaker.TryMakeFilth for Props.filth; runtime C3 proved pawn contamination transfers to the requested filth.
PATCH.Projectile_Liquid_DoImpact_Patch	patch	contamination	Harmony patch Projectile_Liquid_DoImpact_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesFilth.cs	not_applicable	Projectile_Liquid_DoImpact_Patch	see owning feature/scenario row	Projectile_Liquid.DoImpact/Impact	unknown	Contaminate liquid projectile filth.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_FILTH_CORE_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesFilth.cs:107;zombieland/contamination_filth_leavings_contract	No open liquid projectile filth handoff gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms private Projectile_Liquid.DoImpact still spawns configured projectile filth before terrain and damage handling; runtime C3 proved contaminated hitThing transfers to firefoam filth.
PATCH.TunnelHiveSpawner_Tick_Patch	patch	contamination	Harmony patch TunnelHiveSpawner_Tick_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesFilth.cs	not_applicable	TunnelHiveSpawner_Tick_Patch	see owning feature/scenario row	GroundSpawner.Tick replacement for 1.6 tunnel rubble	unknown	Contaminate tunnel-hive rubble after 1.6 semantic move.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_PRODUCT_SOCIAL_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesFilth.cs:117;zombieland/contamination_filth_leavings_contract	No open tunnel-rubble filth handoff gap remains; rerun only if GroundSpawner/TunnelHiveSpawner rubble emission changes.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms RimWorld 1.6 moved tunnel rubble to GroundSpawner.Tick and still calls FilthMaker.TryMakeFilth during SpawnRubble; runtime C3 proved contaminated TunnelHiveSpawner rubble after the retarget.
PATCH.Verse_Explosion_TrySpawnExplosionThing_Patch	patch	contamination	Harmony patch Verse_Explosion_TrySpawnExplosionThing_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesFilth.cs	not_applicable	Verse_Explosion_TrySpawnExplosionThing_Patch	see owning feature/scenario row	Explosion.TrySpawnExplosionThing	unknown	Contaminate explosion filth from damaged sources.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_PRODUCT_SOCIAL_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesFilth.cs:149;zombieland/contamination_filth_leavings_contract	No open explosion filth handoff gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms Explosion.TrySpawnExplosionThing still sends filth defs through FilthMaker.TryMakeFilth and non-filth defs through GenSpawn.TrySpawn; runtime C3 proved the highest contaminated damaged source drives explosion filth contamination.
PATCH.ThingSetMaker_Generate_Patch	patch	contamination	Harmony patch ThingSetMaker_Generate_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesMisc.cs	not_applicable	ThingSetMaker_Generate_Patch	see owning feature/scenario row	ThingSetMaker.Generate	unknown	Contaminate generated rewards/loot.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_PRODUCT_SOCIAL_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesIncidents.cs:39;zombieland/contamination_generation_handoffs_contract	No open generated-reward contamination gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms ThingSetMaker.Generate still builds, postprocesses, and returns the generated list; runtime C3 proved generated goods receive random contamination when configured chance is forced.
PATCH.TradeDeal_AddAllTradeables_Patch	patch	contamination	Harmony patch TradeDeal_AddAllTradeables_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesMisc.cs	not_applicable	TradeDeal_AddAllTradeables_Patch	see owning feature/scenario row	TradeDeal.AddAllTradeables	unknown	Contaminate trader goods.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_PRODUCT_SOCIAL_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesIncidents.cs:56;zombieland/contamination_generation_handoffs_contract	No open trader-goods contamination gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms AddAllTradeables still gathers colony sellables, trader goods, fallback silver and favor rows; runtime C3 proved trader goods receive contamination without warnings.
PATCH.MechClusterUtility_SpawnCluster_Patch	patch	contamination	Harmony patch MechClusterUtility_SpawnCluster_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesMisc.cs	not_applicable	MechClusterUtility_SpawnCluster_Patch	see owning feature/scenario row	MechClusterUtility.SpawnCluster	unknown	Contaminate mech-cluster spawned buildings.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_PRODUCT_SOCIAL_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesIncidents.cs:81;zombieland/contamination_generation_handoffs_contract	No open mech-cluster spawned-building contamination gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms the 1.6 SpawnCluster signature returns spawnedThings after sketch buildings/pawns and mech faction setup; runtime C3 proved spawned cluster things receive uniform contamination.
PATCH.Skyfaller_SpawnThings_Patch	patch	contamination	Harmony patch Skyfaller_SpawnThings_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesMisc.cs	not_applicable	Skyfaller_SpawnThings_Patch	see owning feature/scenario row	Skyfaller.SpawnThings	unknown	Contaminate skyfaller products.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_PRODUCT_SOCIAL_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesIncidents.cs:11;zombieland/contamination_generation_handoffs_contract	No open skyfaller product contamination gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms Skyfaller.SpawnThings still has a generated callback over placed inner things; runtime C3 proved ship chunk and meteorite products receive meteorite contamination.
PATCH.MinifiedThing_SplitOff_Patch	patch	contamination	Harmony patch MinifiedThing_SplitOff_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesMisc.cs	not_applicable	MinifiedThing_SplitOff_Patch	see owning feature/scenario row	MinifiedThing.SplitOff	unknown	Avoid double-counting generic split contamination.	G.CONTAMINATION.C0_STATE	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_PRODUCT_SOCIAL_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesMisc.cs:276;zombieland/contamination_core_contract	No open minified split proportional-transfer gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms MinifiedThing.SplitOff still calls base.SplitOff then creates a fresh InnerThing; runtime C0 found and fixed double transfer by clearing the generic copy before proportional transfer.
PATCH.ExecutionUtility_ExecutionInt_Patch	patch	contamination	Harmony patch ExecutionUtility_ExecutionInt_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesFilth.cs	not_applicable	ExecutionUtility_ExecutionInt_Patch	see owning feature/scenario row	ExecutionUtility.ExecutionInt	unknown	Contaminate execution blood.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_PRODUCT_SOCIAL_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesMisc.cs:340;zombieland/contamination_filth_leavings_contract	No open execution blood contamination gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms ExecutionInt still drops victim blood before execution damage and forced kill; runtime C3 proved execution blood inherits victim contamination.
PATCH.PawnUtility_Mated_Patch	patch	contamination	Harmony patch PawnUtility_Mated_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesMisc.cs	not_applicable	PawnUtility_Mated_Patch	see owning feature/scenario row	PawnUtility.Mated	unknown	Social contamination transfer.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_PRODUCT_SOCIAL_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesMisc.cs:414;zombieland/contamination_social_transfer_contract	No open mating equalization gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms PawnUtility.Mated remains the mating endpoint for fertilization/pregnancy; runtime C5 proved male/female contamination equalization.
PATCH.JobDriver_Lovin_MakeNewToils_Patch	patch	contamination	Harmony patch JobDriver_Lovin_MakeNewToils_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesMisc.cs	not_applicable	JobDriver_Lovin_MakeNewToils_Patch	see owning feature/scenario row	JobDriver_Lovin.MakeNewToils	unknown	Lovin job contamination equalization.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_PRODUCT_SOCIAL_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesMisc.cs:425;zombieland/contamination_social_transfer_contract	No open lovin-job equalization gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms JobDriver_Lovin.MakeNewToils still creates the lay-down toil that Zombieland wraps; runtime C5 proved the lay-down path equalizes contamination under the ticksLeft gate.
PATCH.CompLifespan_Expire_Patch	patch	contamination	Harmony patch CompLifespan_Expire_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesMisc.cs	not_applicable	CompLifespan_Expire_Patch	see owning feature/scenario row	CompLifespan.Expire	unknown	Contaminate lifespan-spawned plant/products.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_PRODUCT_SOCIAL_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesMisc.cs:528;zombieland/contamination_misc_spawn_handoffs_contract	No open lifespan-spawned product contamination gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms CompLifespan.Expire still spawns Props.plantDefToSpawn before destroying the parent; runtime C3 proved contaminated parents transfer to spawned plants and clean controls stay clean.
PATCH.MedicalRecipesUtility_GenSpawn_Spawn_Patches	patch	contamination	Harmony patch MedicalRecipesUtility_GenSpawn_Spawn_Patches must preserve its semantic hook intent.	Source/ContaminationPatchesMisc.cs	not_applicable	MedicalRecipesUtility_GenSpawn_Spawn_Patches	see owning feature/scenario row	MedicalRecipesUtility.SpawnNaturalPartIfClean;SpawnThingsFromHediffs	unknown	Contaminate medical spawned parts.	G.CONTAMINATION.C3_WORLD_PRODUCTS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_PRODUCT_SOCIAL_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesMisc.cs:490;zombieland/contamination_misc_spawn_handoffs_contract	No open medical spawned-part contamination gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms SpawnNaturalPartIfClean and SpawnThingsFromHediffs still call GenSpawn.Spawn for removable natural parts/hediff products; runtime C3 proved both branches transfer pawn contamination to spawned parts.
PATCH.JobDriver_Repair_MakeNewToils_Patch	patch	contamination	Harmony patch JobDriver_Repair_MakeNewToils_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesMisc.cs	not_applicable	JobDriver_Repair_MakeNewToils_Patch	see owning feature/scenario row	JobDriver_Repair.MakeNewToils	unknown	Transfer contamination during repair ticks.	G.CONTAMINATION.C4_ENVIRONMENT	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.C3_PRODUCT_SOCIAL_HANDOFFS;TEST_PATCH_AUDIT.md row Source/ContaminationPatchesBuilding.cs:371;zombieland/contamination_repair_contract	No open ordinary repair contamination-transfer gap remains.	Patch row owns target shape and hook intent only; player flow belongs to primary scenario.	Decompiler confirms the generated JobDriver_Repair repair closure still increments HP and calls ListerBuildingsRepairable.Notify_BuildingRepaired; runtime C4 proved worker/building contamination equalization on a real Repair job.
PATCH.JobDriver_RepairMech_MakeNewToils_Patch	patch	contamination	Harmony patch JobDriver_RepairMech_MakeNewToils_Patch must preserve its semantic hook intent.	Source/ContaminationPatchesBuilding.cs	not_applicable	JobDriver_RepairMech_MakeNewToils_Patch	zombieland/contamination_repair_contract	JobDriver_RepairMech.MakeNewToils;MechRepairUtility.RepairTick(Pawn)	unknown	Transfer contamination during Biotech mech repair ticks.	G.CONTAMINATION.C4_ENVIRONMENT	S-Source-Patch-Audit;C4-cleaning-environment	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_PATCH_AUDIT.md;TEST_COVERAGE.md;decompiler 2026-06-09;zombieland/contamination_repair_contract	No open Biotech mech-repair transfer gap remains for the active official-DLC loadout on RimWorld 1.6.4850.	Patch row owns target shape and hook intent only; player flow belongs to G.CONTAMINATION.C4_ENVIRONMENT.	RimWorld 1.6.4850 keeps MakeNewToils Biotech-gated and the generated tickIntervalAction closure still takes delta, but it now calls current one-argument MechRepairUtility.RepairTick(Pawn); the obsolete two-argument overload is no longer the closure target. Active Biotech runtime repaired a real player-faction Scyther wound at tick 44: worker contamination moved 0.15 -> 0.169020012, mech contamination moved 0.75 -> 0.73098, the wound was removed 1 -> 0, and warning-or-higher logs were empty from the resaved EMPTY fixture.
PATCH.Verb_MeleeAttack_ApplyMeleeDamageToTarget_Patch	patch	contamination	Harmony patch Verb_MeleeAttack_ApplyMeleeDamageToTarget_Patch must preserve its dynamic fanout and contamination equalization intent.	Source/ContaminationPatchesMisc.cs	not_applicable	Verb_MeleeAttack_ApplyMeleeDamageToTarget_Patch	zombieland/contamination_melee_equalize_contract	Verb_MeleeAttack.ApplyMeleeDamageToTarget implementations	unknown	Equalize contamination during real melee damage without breaking special melee behavior.	G.CONTAMINATION.C5_PLAYER_EFFECTS	S-Source-Patch-Audit;C5-player-effects	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_PATCH_AUDIT.md row Source/ContaminationPatchesMisc.cs:51;TEST_COVERAGE.md C5 evidence	Combat phases should still verify special zombie/melee verb interactions outside contamination transfer.	Patch row owns target shape and hook intent only; player flow belongs to G.CONTAMINATION.C5_PLAYER_EFFECTS.	Audit records base abstract target and 1.6 implementations; live melee equalize contract matched expected attacker/target contamination.
PATCH.Jobdriver_ClearPollution_Spawn_Patch	patch	contamination	Harmony patch Jobdriver_ClearPollution_Spawn_Patch must preserve the clear-pollution closure GenSpawn interception.	Source/ContaminationPatchesMisc.cs	not_applicable	Jobdriver_ClearPollution_Spawn_Patch	zombieland/contamination_clear_pollution_contract	JobDriver_ClearPollution.MakeNewToils;GenSpawn.Spawn(ThingDefOf.Wastepack, ...)	unknown	Transfer pollution-cell contamination to spawned wastepack products when pollution content is active.	G.CONTAMINATION.C4_ENVIRONMENT	S-Source-Patch-Audit;C4-cleaning-environment	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_PATCH_AUDIT.md row Source/ContaminationPatchesMisc.cs:464;decompiler 2026-06-01 JobDriver_ClearPollution.MakeNewToils;EV.RUNTIME.C4.POLLUTION_FIXTURE_HARD_GATE;EV.RUNTIME.C4.BIOTECH_POLLUTION	No open pollution-spawn gap remains for active Biotech; broader C4 cleanup/environment is resolved for the current official-DLC loadout after active-Odyssey sand coverage.	Patch row owns target shape and hook intent only; player flow belongs to G.CONTAMINATION.C4_ENVIRONMENT.	Decompiler confirms the 1.6 MakeNewToils closure still calls GenSpawn.Spawn(ThingDefOf.Wastepack). The pre-DLC fixture cleanly skipped before job execution because the pollution grid was Biotech-gated. The final DLC stretch reran the real clear-pollution job with active Biotech and proved one spawned Wastepack received 0.264000028 contamination from polluted ground 0.66 with wastePackAdd=0.4.
PATCH.JobDriver_ClearPollution_ClearPollutionAt_Patch	patch	contamination	Clear-pollution worker contamination transfer must wrap the real pollution-clearing toil when pollution content is active.	Source/ContaminationPatchesPollutionSnow.cs	not_applicable	JobDriver_ClearPollution_ClearPollutionAt_Patch	zombieland/contamination_clear_pollution_contract	JobDriver_ClearPollution.MakeNewToils;JobDriver_ClearPollution.ClearPollutionAt;GridsUtility.Unpollute	unknown	Remember the clear-pollution pawn as the temporary Unpollute subject while vanilla clear-pollution work executes.	G.CONTAMINATION.C4_ENVIRONMENT	S-Source-Patch-Audit;C4-cleaning-environment	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_PATCH_AUDIT.md row Source/ContaminationPatchesPollutionSnow.cs:11;TEST_SCENARIOS.md C4 pollution dependency skip;decompiler 2026-06-01;EV.RUNTIME.C4.POLLUTION_FIXTURE_HARD_GATE;EV.RUNTIME.C4.BIOTECH_POLLUTION	No open ClearPollutionAt pollution gap remains for active Biotech; broader C4 cleanup/environment is resolved for the current official-DLC loadout after active-Odyssey sand coverage.	Patch row owns target shape and dependency disposition only; player flow belongs to G.CONTAMINATION.C4_ENVIRONMENT.	Decompiler confirms the 1.6 job still calls ClearPollutionAt from tickIntervalAction after 5600 labor. Bridge contract timing was fixed to wait sourceDerivedLaborTicks+120 instead of the old short skip window; active Biotech runtime then cleared pollution after 5604 ticks and set the clear-pollution worker contamination to 0.0765600055 from ground 0.66 with pollutionAdd=0.116000004.
PATCH.GridUtility_Unpollute_Patch	patch	contamination	Unpolluted cells must transfer contamination to the clear-pollution subject when pollution content is active.	Source/ContaminationPatchesPollutionSnow.cs	not_applicable	GridUtility_Unpollute_Patch	zombieland/contamination_clear_pollution_contract	GridsUtility.Unpollute(IntVec3, Map)	unknown	After vanilla clears pollution, read the cell contamination and add the pollution cleanup fraction to the remembered subject.	G.CONTAMINATION.C4_ENVIRONMENT	S-Source-Patch-Audit;C4-cleaning-environment	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_PATCH_AUDIT.md row Source/ContaminationPatchesPollutionSnow.cs:41;TEST_SCENARIOS.md C4 pollution dependency skip;decompiler 2026-06-01;EV.RUNTIME.C4.POLLUTION_FIXTURE_HARD_GATE;EV.RUNTIME.C4.BIOTECH_POLLUTION	No open Unpollute pollution gap remains for active Biotech; broader C4 cleanup/environment is resolved for the current official-DLC loadout after active-Odyssey sand coverage.	Patch row owns target shape and dependency disposition only; player flow belongs to G.CONTAMINATION.C4_ENVIRONMENT.	Decompiler confirms 1.6 Unpollute still clears pollution and dirties snow plus Odyssey sand meshes. Active Biotech runtime reached Unpollute through the real ClearPollution job, cleared the polluted cell, and transferred ground contamination 0.66 to the worker at 0.0765600055.
